"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97"
"193323s",0.955,0.923,0.91,0.965,0.946,0.907,0.92,0.887,0.929,0,0.381,0.412,0.572,0.578,0.628,0.865,0.867,0.859,0.645,0.651,0.659,0,0.441,0.469,0.481,0.416,0.317,0.584,0.749,0.58,0.447,0.459,0.442,0,0.426,0.444,0.289,0.669,0.717,0.314,0.302,0.434,0.689,0.674,0.306,0,0.372,1.016,0.073,0.299,0.084,0.203,0.304,0.429,0.157,0.005,0.079,0,0.005,0.00700000000000001,0.00700000000000001,0.00900000000000001,0.025,0.003,0.001,0.005,0.038,0.003,0.004,0,0.387,0.371,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.503,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00700000000000001,0.002,0,0.311,0.827
"194341s",0.952,0.923,0.91,0.965,0.948,0.908,0.918,0.887,0.928,0,0.38,0.411,0.579,0.583,0.628,0.867,0.868,0.861,0.644,0.647,0.657,0,0.442,0.471,0.481,0.416,0.317,0.587,0.752,0.583,0.444,0.454,0.44,0,0.427,0.445,0.295,0.67,0.72,0.316,0.304,0.436,0.691,0.676,0.309,0,0.371,1.015,0.073,0.314,0.084,0.204,0.306,0.433,0.158,0.005,0.081,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.027,0.002,0.001,0.005,0.039,0.004,0.004,0,0.386,0.369,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.505,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.311,0.826
"195359s",0.955,0.925,0.912,0.968,0.95,0.909,0.92,0.889,0.93,0,0.382,0.412,0.582,0.584,0.628,0.868,0.869,0.862,0.643,0.643,0.654,0,0.442,0.472,0.48,0.416,0.318,0.59,0.755,0.586,0.442,0.452,0.438,0,0.429,0.446,0.298,0.671,0.722,0.318,0.306,0.438,0.693,0.678,0.312,0,0.37,1.015,0.073,0.326,0.084,0.206,0.308,0.436,0.158,0.005,0.082,0,0.005,0.00700000000000001,0.00700000000000001,0.00900000000000001,0.029,0.003,0.002,0.005,0.04,0.004,0.004,0,0.386,0.368,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.505,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.311,0.827
"196377s",0.956,0.925,0.912,0.967,0.95,0.909,0.921,0.889,0.93,0,0.382,0.412,0.574,0.577,0.627,0.867,0.868,0.863,0.643,0.64,0.653,0,0.444,0.472,0.475,0.415,0.316,0.591,0.756,0.586,0.441,0.453,0.44,0,0.429,0.447,0.297,0.669,0.725,0.319,0.308,0.441,0.697,0.681,0.315,0,0.369,1.014,0.074,0.337,0.084,0.208,0.31,0.442,0.159,0.005,0.085,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.03,0.003,0.002,0.005,0.04,0.003,0.004,0,0.385,0.368,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.506,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.313,0.826
"197395s",0.956,0.925,0.913,0.968,0.951,0.91,0.921,0.889,0.93,0,0.382,0.412,0.577,0.578,0.626,0.868,0.868,0.864,0.642,0.637,0.651,0,0.444,0.473,0.476,0.413,0.316,0.592,0.759,0.588,0.438,0.447,0.438,0,0.43,0.448,0.299,0.67,0.726,0.32,0.309,0.442,0.696,0.682,0.317,0,0.368,1.013,0.073,0.353,0.083,0.209,0.311,0.445,0.159,0.005,0.086,0,0.005,0.00700000000000001,0.00600000000000001,0.00900000000000001,0.03,0.002,0.001,0.004,0.04,0.003,0.003,0,0.385,0.367,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.506,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.314,0.826
"198412s",0.963,0.925,0.913,0.969,0.952,0.912,0.922,0.89,0.931,0,0.382,0.412,0.574,0.576,0.626,0.869,0.869,0.865,0.642,0.635,0.65,0,0.445,0.474,0.474,0.409,0.312,0.592,0.759,0.589,0.434,0.444,0.434,0,0.43,0.448,0.3,0.669,0.729,0.321,0.31,0.443,0.696,0.683,0.319,0,0.366,1.011,0.074,0.356,0.082,0.21,0.312,0.448,0.159,0.005,0.087,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.032,0.002,0.001,0.005,0.042,0.003,0.004,0,0.385,0.367,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.005,0.005,0.004,0,0.508,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.315,0.825
"199431s",0.959,0.925,0.913,0.97,0.954,0.913,0.921,0.89,0.931,0,0.382,0.412,0.58,0.579,0.625,0.869,0.87,0.866,0.641,0.633,0.648,0,0.446,0.474,0.474,0.409,0.311,0.594,0.762,0.592,0.432,0.441,0.431,0,0.432,0.449,0.303,0.671,0.73,0.322,0.311,0.444,0.697,0.685,0.322,0,0.366,1.012,0.074,0.359,0.082,0.211,0.314,0.451,0.16,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.033,0.002,0.001,0.005,0.042,0.003,0.004,0,0.384,0.365,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.508,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.316,0.825
"200449s",0.96,0.925,0.913,0.97,0.954,0.913,0.921,0.889,0.93,0,0.383,0.413,0.579,0.578,0.624,0.87,0.869,0.866,0.64,0.629,0.646,0,0.447,0.476,0.471,0.407,0.309,0.596,0.763,0.593,0.43,0.44,0.43,0,0.433,0.45,0.303,0.671,0.732,0.324,0.312,0.445,0.698,0.685,0.323,0,0.365,1.011,0.075,0.362,0.081,0.212,0.316,0.454,0.16,0.005,0.09,0,0.005,0.00700000000000001,0.00800000000000001,0.01,0.034,0.003,0.002,0.005,0.043,0.004,0.004,0,0.384,0.363,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.509,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.316,0.825
"201467s",0.96,0.925,0.913,0.971,0.956,0.914,0.921,0.89,0.931,0,0.383,0.412,0.585,0.581,0.623,0.871,0.871,0.868,0.64,0.628,0.645,0,0.448,0.477,0.47,0.407,0.31,0.598,0.765,0.595,0.428,0.436,0.428,0,0.433,0.451,0.308,0.676,0.734,0.326,0.314,0.447,0.7,0.688,0.326,0,0.364,1.01,0.075,0.361,0.081,0.214,0.317,0.456,0.161,0.005,0.091,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.035,0.002,0.001,0.005,0.044,0.003,0.004,0,0.385,0.363,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.51,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.317,0.824
"202485s",0.961,0.927,0.914,0.972,0.957,0.915,0.922,0.891,0.931,0,0.383,0.412,0.586,0.58,0.623,0.872,0.872,0.869,0.64,0.626,0.644,0,0.45,0.478,0.469,0.408,0.31,0.6,0.767,0.597,0.426,0.434,0.424,0,0.434,0.452,0.31,0.679,0.736,0.328,0.316,0.449,0.701,0.689,0.328,0,0.364,1.009,0.076,0.352,0.08,0.216,0.319,0.46,0.161,0.005,0.093,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.035,0.003,0.002,0.005,0.044,0.003,0.004,0,0.384,0.361,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.511,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.319,0.824
"203503s",0.962,0.927,0.915,0.973,0.958,0.915,0.922,0.891,0.932,0,0.384,0.412,0.585,0.579,0.622,0.873,0.872,0.87,0.64,0.624,0.643,0,0.45,0.477,0.467,0.405,0.309,0.6,0.768,0.599,0.423,0.432,0.421,0,0.435,0.453,0.311,0.681,0.737,0.329,0.316,0.45,0.701,0.69,0.332,0,0.363,1.009,0.076,0.345,0.08,0.217,0.321,0.462,0.16,0.005,0.095,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.036,0.003,0.001,0.005,0.045,0.003,0.004,0,0.383,0.361,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.512,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.32,0.823
"204521s",0.963,0.927,0.916,0.974,0.96,0.916,0.923,0.891,0.932,0,0.384,0.412,0.586,0.579,0.621,0.873,0.873,0.871,0.64,0.623,0.641,0,0.451,0.478,0.467,0.404,0.307,0.601,0.767,0.601,0.421,0.429,0.417,0,0.436,0.454,0.313,0.681,0.738,0.331,0.317,0.452,0.701,0.691,0.334,0,0.362,1.009,0.077,0.343,0.078,0.218,0.324,0.465,0.161,0.005,0.097,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.036,0.003,0.002,0.005,0.046,0.003,0.004,0,0.383,0.359,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.512,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.322,0.823
"205539s",0.962,0.925,0.911,0.976,0.961,0.919,0.918,0.887,0.928,0,0.383,0.411,0.599,0.587,0.616,0.875,0.874,0.871,0.635,0.616,0.636,0,0.451,0.479,0.467,0.395,0.307,0.604,0.77,0.598,0.413,0.422,0.412,0,0.436,0.453,0.31,0.684,0.734,0.33,0.314,0.448,0.694,0.686,0.33,0,0.361,1.008,0.078,0.344,0.078,0.219,0.325,0.461,0.161,0.005,0.098,0,0.005,0.00700000000000001,0.00700000000000001,0.00900000000000001,0.036,0.001,0.001,0.004,0.046,0.003,0.003,0,0.383,0.358,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.513,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.322,0.822
"206557s",0.966,0.927,0.914,0.976,0.962,0.918,0.921,0.89,0.929,0,0.384,0.411,0.599,0.59,0.617,0.878,0.877,0.874,0.636,0.617,0.636,0,0.452,0.481,0.468,0.394,0.307,0.608,0.774,0.601,0.412,0.421,0.41,0,0.438,0.455,0.312,0.686,0.737,0.334,0.317,0.452,0.698,0.689,0.334,0,0.36,1.006,0.078,0.344,0.077,0.221,0.328,0.465,0.161,0.005,0.099,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.037,0.002,0.001,0.005,0.047,0.003,0.004,0,0.381,0.356,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.514,0.002,0.00600000000000001,0.004,0.00700000000000001,0.001,0.001,0.00800000000000001,0.003,0.00700000000000001,0.002,0,0.324,0.823
"207574s",0.966,0.928,0.915,0.976,0.962,0.918,0.924,0.892,0.931,0,0.384,0.412,0.583,0.578,0.617,0.877,0.876,0.874,0.639,0.617,0.638,0,0.454,0.482,0.461,0.394,0.303,0.607,0.773,0.602,0.414,0.424,0.41,0,0.438,0.456,0.31,0.682,0.74,0.336,0.319,0.455,0.702,0.696,0.337,0,0.358,1.005,0.078,0.342,0.076,0.222,0.331,0.474,0.161,0.005,0.102,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.038,0.002,0.001,0.005,0.048,0.003,0.004,0,0.385,0.358,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.515,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.325,0.823
"208592s",0.966,0.929,0.917,0.978,0.964,0.919,0.925,0.894,0.933,0,0.385,0.412,0.582,0.576,0.617,0.878,0.876,0.876,0.64,0.618,0.639,0,0.455,0.482,0.459,0.398,0.303,0.607,0.775,0.606,0.415,0.425,0.409,0,0.44,0.457,0.315,0.684,0.744,0.337,0.321,0.459,0.706,0.7,0.343,0,0.359,1.006,0.078,0.348,0.075,0.224,0.333,0.479,0.162,0.005,0.106,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.038,0.003,0.001,0.005,0.049,0.003,0.004,0,0.385,0.356,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.516,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.327,0.822
"209610s",0.967,0.929,0.917,0.978,0.964,0.92,0.926,0.893,0.933,0,0.385,0.412,0.577,0.57,0.613,0.877,0.874,0.875,0.638,0.616,0.637,0,0.456,0.483,0.458,0.397,0.301,0.607,0.773,0.605,0.411,0.423,0.408,0,0.441,0.458,0.316,0.683,0.746,0.338,0.322,0.459,0.707,0.7,0.347,0,0.358,1.005,0.078,0.349,0.074,0.226,0.335,0.481,0.162,0.005,0.108,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.038,0.003,0.001,0.005,0.049,0.003,0.004,0,0.386,0.355,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.516,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.329,0.822
"210628s",0.971,0.929,0.917,0.98,0.966,0.922,0.926,0.893,0.933,0,0.385,0.412,0.577,0.569,0.612,0.878,0.875,0.876,0.637,0.614,0.636,0,0.456,0.484,0.456,0.397,0.299,0.608,0.775,0.606,0.408,0.42,0.407,0,0.442,0.459,0.319,0.682,0.747,0.338,0.322,0.459,0.708,0.701,0.35,0,0.357,1.004,0.079,0.349,0.073,0.226,0.337,0.484,0.162,0.005,0.109,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.039,0.002,0.001,0.005,0.05,0.004,0.004,0,0.386,0.354,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.517,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.33,0.822
"211646s",0.971,0.93,0.918,0.981,0.968,0.922,0.926,0.894,0.934,0,0.385,0.411,0.583,0.574,0.611,0.88,0.877,0.878,0.637,0.614,0.636,0,0.457,0.484,0.457,0.397,0.3,0.612,0.779,0.61,0.407,0.415,0.403,0,0.443,0.46,0.324,0.684,0.749,0.34,0.324,0.461,0.708,0.703,0.356,0,0.357,1.004,0.082,0.352,0.072,0.228,0.338,0.485,0.163,0.005,0.111,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.04,0.003,0.002,0.005,0.051,0.003,0.004,0,0.385,0.353,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.518,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.331,0.821
"212664s",0.969,0.93,0.918,0.982,0.969,0.923,0.927,0.894,0.934,0,0.385,0.411,0.583,0.573,0.609,0.881,0.877,0.879,0.636,0.612,0.634,0,0.458,0.485,0.454,0.397,0.301,0.617,0.78,0.612,0.405,0.415,0.402,0,0.443,0.461,0.327,0.686,0.751,0.342,0.326,0.463,0.71,0.703,0.364,0,0.356,1.003,0.085,0.354,0.072,0.229,0.34,0.49,0.163,0.005,0.114,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.04,0.003,0.002,0.005,0.051,0.003,0.004,0,0.386,0.353,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.519,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.332,0.821
"213683s",0.971,0.931,0.919,0.982,0.969,0.922,0.927,0.895,0.935,0,0.386,0.412,0.58,0.573,0.608,0.881,0.877,0.879,0.636,0.612,0.635,0,0.459,0.486,0.453,0.396,0.3,0.62,0.782,0.616,0.405,0.413,0.4,0,0.444,0.462,0.326,0.688,0.752,0.345,0.328,0.465,0.711,0.706,0.372,0,0.355,1.003,0.087,0.357,0.071,0.23,0.341,0.491,0.164,0.005,0.116,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.04,0.003,0.002,0.005,0.052,0.003,0.004,0,0.388,0.352,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.52,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.333,0.821
"214700s",0.973,0.932,0.92,0.983,0.97,0.923,0.928,0.895,0.935,0,0.387,0.411,0.583,0.574,0.607,0.882,0.877,0.881,0.635,0.611,0.633,0,0.459,0.487,0.451,0.396,0.302,0.624,0.783,0.618,0.402,0.41,0.394,0,0.445,0.462,0.33,0.692,0.754,0.347,0.33,0.467,0.711,0.706,0.38,0,0.355,1.002,0.089,0.359,0.071,0.231,0.343,0.494,0.164,0.005,0.118,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.041,0.003,0.001,0.005,0.052,0.003,0.004,0,0.388,0.351,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.521,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.335,0.821
"215719s",0.971,0.93,0.918,0.983,0.971,0.923,0.927,0.894,0.934,0,0.386,0.41,0.581,0.573,0.605,0.882,0.877,0.881,0.633,0.61,0.632,0,0.461,0.488,0.449,0.396,0.301,0.625,0.784,0.621,0.401,0.409,0.392,0,0.446,0.463,0.331,0.692,0.754,0.348,0.331,0.468,0.712,0.708,0.391,0,0.354,1.001,0.09,0.36,0.07,0.232,0.344,0.496,0.164,0.005,0.12,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.041,0.002,0.001,0.005,0.053,0.003,0.004,0,0.387,0.35,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.522,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.003,0.00700000000000001,0.002,0,0.337,0.819
"216737s",0.974,0.932,0.92,0.985,0.973,0.925,0.928,0.895,0.935,0,0.387,0.412,0.58,0.573,0.604,0.882,0.877,0.881,0.631,0.609,0.63,0,0.461,0.489,0.447,0.394,0.3,0.627,0.783,0.623,0.397,0.407,0.39,0,0.447,0.464,0.334,0.694,0.756,0.349,0.332,0.469,0.711,0.709,0.4,0,0.354,1.001,0.091,0.36,0.07,0.233,0.345,0.5,0.165,0.005,0.122,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.042,0.002,0.001,0.005,0.053,0.003,0.004,0,0.389,0.35,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.522,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.338,0.82
"217755s",0.976,0.932,0.92,0.986,0.974,0.926,0.928,0.895,0.935,0,0.388,0.412,0.576,0.571,0.602,0.883,0.878,0.882,0.63,0.607,0.628,0,0.462,0.49,0.445,0.392,0.298,0.629,0.784,0.627,0.396,0.407,0.391,0,0.448,0.464,0.332,0.692,0.756,0.35,0.333,0.47,0.712,0.71,0.409,0,0.353,1.001,0.092,0.36,0.07,0.235,0.347,0.503,0.166,0.005,0.124,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.042,0.003,0.002,0.005,0.054,0.003,0.004,0,0.389,0.35,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.523,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.339,0.82
"218773s",0.975,0.932,0.919,0.986,0.974,0.926,0.927,0.895,0.934,0,0.387,0.41,0.581,0.574,0.601,0.885,0.879,0.883,0.628,0.606,0.628,0,0.463,0.49,0.445,0.393,0.298,0.633,0.789,0.632,0.395,0.404,0.39,0,0.449,0.466,0.337,0.697,0.759,0.353,0.335,0.472,0.714,0.712,0.422,0,0.352,1,0.092,0.362,0.069,0.236,0.348,0.505,0.167,0.005,0.126,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.043,0.003,0.002,0.005,0.055,0.003,0.004,0,0.389,0.348,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.524,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.341,0.819
"219791s",0.975,0.932,0.921,0.988,0.975,0.926,0.929,0.896,0.936,0,0.389,0.412,0.574,0.573,0.601,0.885,0.879,0.884,0.627,0.606,0.628,0,0.464,0.491,0.443,0.39,0.297,0.636,0.791,0.639,0.395,0.402,0.387,0,0.45,0.466,0.335,0.698,0.761,0.355,0.337,0.476,0.714,0.715,0.436,0,0.351,0.999,0.093,0.363,0.069,0.238,0.35,0.507,0.167,0.005,0.128,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.043,0.003,0.002,0.005,0.055,0.003,0.004,0,0.391,0.349,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.525,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.342,0.82
"220809s",0.976,0.934,0.922,0.989,0.976,0.927,0.929,0.897,0.936,0,0.389,0.412,0.579,0.575,0.6,0.886,0.88,0.885,0.626,0.605,0.626,0,0.465,0.492,0.442,0.39,0.297,0.639,0.792,0.644,0.392,0.4,0.382,0,0.45,0.466,0.338,0.702,0.762,0.357,0.339,0.477,0.714,0.716,0.449,0,0.351,0.999,0.097,0.361,0.069,0.239,0.351,0.509,0.168,0.005,0.13,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.044,0.003,0.001,0.005,0.055,0.003,0.004,0,0.392,0.348,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.526,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.342,0.819
"221827s",0.977,0.935,0.922,0.99,0.978,0.928,0.931,0.897,0.936,0,0.389,0.412,0.576,0.572,0.599,0.887,0.88,0.887,0.625,0.605,0.626,0,0.465,0.493,0.44,0.39,0.297,0.64,0.793,0.649,0.39,0.401,0.38,0,0.451,0.468,0.341,0.702,0.764,0.359,0.341,0.479,0.715,0.717,0.463,0,0.35,0.998,0.099,0.359,0.069,0.24,0.353,0.514,0.168,0.005,0.133,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.044,0.002,0.001,0.005,0.056,0.003,0.004,0,0.392,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.527,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.344,0.819
"222845s",0.977,0.933,0.922,0.99,0.979,0.929,0.93,0.896,0.936,0,0.389,0.412,0.567,0.566,0.596,0.886,0.88,0.886,0.623,0.603,0.624,0,0.466,0.494,0.438,0.387,0.294,0.639,0.792,0.652,0.389,0.4,0.381,0,0.451,0.468,0.338,0.698,0.764,0.358,0.339,0.479,0.715,0.718,0.47,0,0.349,0.996,0.1,0.357,0.069,0.241,0.354,0.516,0.168,0.005,0.134,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.044,0.003,0.002,0.005,0.057,0.003,0.004,0,0.393,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.527,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.346,0.819
"223863s",0.977,0.933,0.922,0.99,0.979,0.929,0.929,0.896,0.936,0,0.388,0.411,0.568,0.568,0.595,0.888,0.881,0.887,0.621,0.602,0.623,0,0.467,0.494,0.436,0.386,0.292,0.641,0.794,0.658,0.389,0.397,0.38,0,0.452,0.469,0.342,0.7,0.766,0.361,0.342,0.482,0.717,0.721,0.483,0,0.349,0.997,0.102,0.355,0.069,0.243,0.355,0.518,0.169,0.005,0.135,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.045,0.003,0.002,0.005,0.057,0.003,0.004,0,0.392,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.528,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.347,0.818
"224881s",0.977,0.934,0.922,0.992,0.981,0.929,0.93,0.897,0.937,0,0.389,0.411,0.572,0.571,0.594,0.889,0.882,0.889,0.619,0.601,0.622,0,0.467,0.495,0.434,0.387,0.293,0.643,0.799,0.663,0.387,0.395,0.376,0,0.453,0.47,0.348,0.706,0.768,0.364,0.343,0.485,0.718,0.722,0.496,0,0.348,0.996,0.104,0.356,0.069,0.244,0.356,0.521,0.169,0.005,0.136,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.045,0.003,0.002,0.005,0.058,0.003,0.004,0,0.393,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.004,0,0.529,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.347,0.818
"225899s",0.979,0.935,0.923,0.992,0.982,0.931,0.931,0.897,0.937,0,0.39,0.412,0.569,0.568,0.592,0.889,0.881,0.889,0.617,0.598,0.62,0,0.468,0.496,0.431,0.385,0.294,0.645,0.798,0.665,0.384,0.394,0.375,0,0.454,0.47,0.348,0.707,0.768,0.366,0.345,0.486,0.719,0.721,0.504,0,0.348,0.995,0.103,0.355,0.069,0.245,0.358,0.524,0.17,0.005,0.136,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.046,0.003,0.002,0.005,0.057,0.003,0.004,0,0.395,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.53,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.348,0.818
